年份,月份,交易類別,縣市,鄉鎮市區,交易標的,土地區段位置.建物區段門牌,土地移轉總面積.平方公尺.,使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積.平方公尺.,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,有無附傢俱, 總價.元. ,單價.元.平方公尺.,車位類別,車位移轉總面積.平方公尺.,車位總價.元.,交易標的橫坐標,交易標的縱坐標,Longitude,Latitude
102,3,租賃,臺北市,信義區,建物,臺北市信義區和平東路三段151~200號,10.56,商,NA,NA,10203,土地0建物1車位0,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010711,68.81,2,2,1,有,有,有,40000,581,,0,0,305903,2768486,121.55392,25.02334
102,3,租賃,臺北市,松山區,房地(土地+建物),臺北市松山區復興北路151~200號,4.13,商,NA,NA,10203,土地5建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,NA,46.34,1,1,1,有,有,無,18000,388,,0,0,304925,2771920,121.54437,25.05437
102,3,租賃,臺北市,松山區,建物,臺北市松山區八德路二段366巷45弄1~50號,0,住,NA,NA,10203,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800524,42.08,1,1,1,有,有,有,18500,440,,0,0,305128,2771023,121.54634,25.04627
102,3,租賃,臺北市,信義區,建物,臺北市信義區和平東路三段151~200號,0,商,NA,NA,10203,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010711,68.82,2,1,1,有,有,有,33000,480,,0,0,305896,2768493,121.55385,25.0234
102,2,租賃,臺北市,信義區,建物,臺北市信義區基隆路一段101~150號,0,其他,NA,NA,10202,土地0建物1車位0,九層,13,其他,住家用,見其他登記事項,950126,99.5,0,0,1,有,有,有,35000,352,,0,0,307096,2770651,121.56583,25.04284
102,3,租賃,臺北市,信義區,建物,臺北市信義區忠孝東路五段501~550號,0,住,NA,NA,10203,土地0建物1車位1,二十一層,27,辦公商業大樓,商業用,鋼骨混凝土造,820813,195.4,3,0,0,有,有,無,85000,435,坡道平面,0,0,308446,2770442,121.5792,25.0409
102,3,租賃,臺北市,松山區,房地(土地+建物),臺北市松山區民族東路651~700號,126,住,NA,NA,10203,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,NA,82.02,0,0,0,無,無,無,27000,329,,0,0,305120,2773058,121.54635,25.06464
102,3,租賃,臺北市,信義區,建物,臺北市信義區光復南路551~600號,0,商,NA,NA,10203,土地0建物1車位0,七層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,970822,86.88,2,1,1,有,有,有,60000,691,,0,0,306275,2769289,121.55764,25.03057
102,3,租賃,臺北市,士林區,建物,臺北市士林區中山北路七段14巷1~50號,27.2,商,NA,NA,10203,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,690430,169.96,3,2,2,有,有,有,65000,382,,0,0,303553,2779021,121.53105,25.11853
102,3,租賃,臺北市,士林區,房地(土地+建物),臺北市士林區中山北路七段82巷1~50號,1,住,NA,NA,10203,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,680730,115.83,3,2,2,有,無,有,50000,432,,0,0,303767,2779373,121.53318,25.1217
102,3,租賃,臺北市,士林區,房地(土地+建物),臺北市士林區天母北路1~50號,0,住,NA,NA,10203,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,910425,116.24,3,2,2,有,有,有,55000,473,,0,0,303067,2779203,121.52623,25.12019
102,3,租賃,臺北市,士林區,建物,臺北市士林區中山北路七段1~50號,0,商,NA,NA,10203,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,770314,133.34,3,1,2,有,有,有,53000,397,,0,0,303499,2779068,121.53051,25.11896
102,3,租賃,臺北市,信義區,建物,臺北市信義區松隆路151~200號,0,,NA,NA,10203,土地0建物1車位0,一層,5,店面(店鋪),住家用,鋼筋混凝土造,NA,82.26,0,0,0,有,無,無,23000,280,,0,0,307780,2771103,121.57263,25.04689
102,3,租賃,臺北市,信義區,建物,臺北市信義區松隆路151~200號,0,,NA,NA,10203,土地0建物1車位0,一層,5,店面(店鋪),住家用,鋼筋混凝土造,NA,82.26,0,0,0,有,無,有,40000,486,,0,0,307779,2771104,121.57262,25.0469
102,3,租賃,臺北市,松山區,房地(土地+建物),臺北市松山區復興北路151~200號,4.7,商,NA,NA,10203,土地5建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,NA,52.5,1,1,1,有,有,無,25000,476,,0,0,304921,2771906,121.54433,25.05425
102,3,租賃,臺北市,信義區,建物,臺北市信義區吳興街281巷1~50號,120,,NA,NA,10203,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,NA,78,0,0,0,無,無,無,40000,513,,0,0,306980,2768834,121.56461,25.02644
102,2,租賃,臺北市,中山區,建物,臺北市中山區明水路526巷51~100號,0,住,NA,NA,10202,土地0建物1車位1,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,930518,186.38,3,2,2,有,有,有,75500,405,坡道平面,38.33,0,305884,2774603,121.55398,25.07856
102,3,租賃,臺北市,中山區,建物,臺北市中山區松江路51~100號,0,商,NA,NA,10203,土地0建物1車位0,九層,17,辦公商業大樓,商業用,鋼筋混凝土造,740820,316.82,2,1,0,有,有,無,182000,574,,0,0,303834,2771449,121.53354,25.05016
102,3,租賃,臺北市,中山區,建物,臺北市中山區建國北路一段1~50號,0,商,NA,NA,10203,土地0建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960913,100.01,1,1,1,有,有,有,40000,400,,0,0,304217,2771204,121.53732,25.04793
102,3,租賃,臺北市,中山區,建物,臺北市中山區長春路1~50號,0,商,NA,NA,10203,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990212,52.16,1,1,1,有,有,有,35000,671,,0,0,302954,2771938,121.52483,25.05461
102,3,租賃,臺北市,中山區,建物,臺北市中山區林森北路651~700號,0,商,NA,NA,10203,土地0建物1車位0,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,961024,110.64,3,1,2,有,有,有,56000,506,,0,0,303084,2773353,121.52618,25.06738
102,3,租賃,臺北市,中山區,建物,臺北市中山區敬業一路128巷1~50號,0,,NA,NA,10203,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,961127,203.86,3,2,2,有,有,有,50000,245,坡道平面,0,0,305782,2775142,121.55299,25.08343
102,3,租賃,臺北市,萬華區,房地(土地+建物),臺北市萬華區雙園街60巷1~50號,10.25,住,NA,NA,10203,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),,加強磚造,NA,39.8,2,1,1,有,無,無,8000,201,,0,0,299839,2769166,121.49386,25.02969
102,3,租賃,臺北市,中正區,建物,臺北市中正區汀洲路三段251~300號,0,商,NA,NA,10203,土地0建物1車位0,全,4,透天厝,住家用,加強磚造,580526,297.2,0,0,0,無,無,無,315000,1060,,0,0,304053,2767271,121.53554,25.01243
102,3,租賃,臺北市,文山區,建物,臺北市文山區木新路三段74巷1~50號,0,,NA,NA,10203,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,700521,112.4,2,1,1,有,無,有,25000,222,,0,0,306849,2764042,121.56311,24.98318
102,4,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區忠孝東路四段223巷1~50號,21.97,其他,NA,NA,10204,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,NA,122.31,3,2,2,有,無,有,51000,417,,0,0,305783,2770637,121.55282,25.04276
102,3,租賃,臺北市,大同區,建物,臺北市大同區承德路一段51~100號,0,,NA,NA,10203,土地0建物1車位0,二層,12,辦公商業大樓,商業用,鋼筋混凝土造,850608,166.37,0,0,0,無,有,無,51000,307,,0,0,302180,2771637,121.51715,25.05192
102,4,租賃,臺北市,大安區,建物,臺北市大安區光復南路251~300號,18.75,住,NA,NA,10204,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,NA,124.02,4,2,1,有,有,無,20000,161,,0,0,306225,2770230,121.55718,25.03907
102,3,租賃,臺北市,大安區,建物,臺北市大安區光復南路290巷1~50號,0,住,NA,NA,10203,土地0建物1車位0,一層,6,店面(店鋪),住家用,鋼筋混凝土造,NA,118.51,0,0,0,無,有,無,138000,1164,,0,0,306238,2770250,121.55731,25.03925
102,5,租賃,臺北市,大安區,建物,臺北市大安區忠孝東路四段201~250號,1096,商,NA,NA,10205,土地0建物1車位0,三層,12,辦公商業大樓,住家用,鋼筋混凝土造,NA,130.12,0,0,0,有,有,無,70000,538,,0,0,305930,2770450,121.55427,25.04107
102,5,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區忠孝東路三段251巷4弄1~50號,26.25,住,NA,NA,10205,土地1建物1車位0,一層,6,店面(店鋪),住家用,鋼筋混凝土造,610117,100.84,0,0,0,無,有,無,85000,843,,0,0,304572,2770558,121.54082,25.04209
102,3,租賃,臺北市,大安區,建物,臺北市大安區四維路208巷1~50號,73.5,住,NA,NA,10203,土地0建物2車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,204.86,0,0,0,無,無,無,70000,342,,0,0,305268,2768784,121.54764,25.02605
102,5,租賃,臺北市,大安區,建物,臺北市大安區信義路四段265巷1~50號,1040,住,NA,NA,10205,土地0建物1車位0,一層,7,店面(店鋪),見使用執照,鋼筋混凝土造,710909,178.26,0,0,0,無,無,有,70000,393,,0,0,305995,2769633,121.55488,25.03369
102,4,租賃,臺北市,大安區,建物,臺北市大安區新生南路一段165巷1~50號,0,住,NA,NA,10204,土地0建物1車位1,,6,店面(店鋪),住家用,鋼筋混凝土造,960503,183.27,2,2,2,有,無,有,75000,409,坡道平面,14.73,0,304000,2769645,121.53511,25.03387
102,3,租賃,臺北市,大安區,建物,臺北市大安區忠孝東路四段26巷51~100號,0,其他,NA,NA,10203,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990212,224.99,2,2,2,有,有,有,70000,311,坡道機械,33.43,0,304917,2770153,121.54422,25.03842
102,3,租賃,臺北市,大同區,建物,臺北市大同區南京西路25巷1~50號,0,商,NA,NA,10203,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,950728,76.16,2,2,1,有,有,有,31000,407,,0,0,302505,2772184,121.52039,25.05684
102,3,租賃,臺北市,中山區,建物,臺北市中山區農安街1~50號,0,商,NA,NA,10203,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980622,79.37,1,1,1,有,有,有,50000,630,,0,0,302809,2773040,121.52344,25.06456
102,3,租賃,臺北市,中山區,建物,臺北市中山區林森北路351~400號,0,商,NA,NA,10203,土地0建物1車位0,十三層,18,辦公商業大樓,商業用,鋼筋混凝土造,980916,144.09,2,2,2,有,有,有,78000,541,,0,0,303056,2772222,121.52586,25.05717
102,3,租賃,臺北市,中山區,建物,臺北市中山區林森北路551~600號,0,商,NA,NA,10203,土地0建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726,184.44,2,2,2,有,有,有,99000,537,,0,0,303071,2773202,121.52604,25.06601
102,4,租賃,臺北市,內湖區,房地(土地+建物),臺北市內湖區內湖路一段301~350號,24.99,商,NA,NA,10204,土地1建物1車位0,二層,2,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670420,84.19,2,1,1,有,無,無,24500,291,,0,0,307251,2775023,121.56755,25.0823
102,3,租賃,臺北市,中山區,建物,臺北市中山區建國北路二段201~250號,0,其他,NA,NA,10203,土地0建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990924,199.82,4,2,2,有,有,有,75000,375,坡道平面,47.56,0,304123,2772635,121.53645,25.06086
102,1,租賃,臺北市,中山區,建物,臺北市中山區林森北路451~500號,0,商,NA,NA,10201,土地0建物1車位0,十四層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,920122,42.91,1,1,1,有,有,有,19000,443,,0,0,303048,2772651,121.52579,25.06104
102,3,租賃,臺北市,中山區,建物,臺北市中山區農安街1~50號,0,,NA,NA,10203,土地0建物1車位0,十一層,14,套房(1房1廳1衛),商業用,鋼筋混凝土造,980622,53.18,1,1,1,有,有,有,20000,376,,0,0,302813,2773036,121.52348,25.06452
102,3,租賃,臺北市,內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路151~200號,0,工,NA,NA,10203,土地0建物1車位1,四層,9,廠辦,工業用,鋼筋混凝土造,910619,359.33,0,0,0,無,有,無,72000,200,坡道平面,0,0,308372,2774058,121.57862,25.07355
102,3,租賃,臺北市,內湖區,房地(土地+建物)+車位,臺北市內湖區南京東路六段451~500號,0,商,NA,NA,10203,土地0建物1車位2,四層,9,辦公商業大樓,商業用,鋼筋混凝土造,980318,313.42,4,0,0,有,有,無,61000,241,坡道平面,84.82,6000,309294,2772660,121.5877,25.06089
102,3,租賃,臺北市,中山區,建物,臺北市中山區堤頂大道二段301~350號,0,住,NA,NA,10203,土地0建物1車位0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,920929,248.87,3,2,2,有,有,有,95000,382,坡道平面,0,0,306829,2774659,121.56335,25.07903
102,3,租賃,臺北市,內湖區,建物,臺北市內湖區星雲街101~150號,0,住,NA,NA,10203,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931222,216.45,4,2,2,有,有,有,94428,436,,0,0,310124,2774836,121.59602,25.0805
102,3,租賃,臺北市,中山區,建物,臺北市中山區敬業二路101~150號,0,商,NA,NA,10203,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010323,307.07,3,2,2,有,有,有,127500,415,,0,0,305916,2775083,121.55432,25.08289
102,3,租賃,臺北市,內湖區,建物,臺北市內湖區金湖路51~100號,0,商,NA,NA,10203,土地0建物1車位0,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961030,209.93,3,2,2,有,有,有,55000,262,坡道平面,35.93,0,310245,2774895,121.59722,25.08103
102,3,租賃,臺北市,中山區,建物,臺北市中山區建國北路二段1~50號,0,住,NA,NA,10203,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,950713,60.27,1,1,1,有,有,有,29000,481,,0,0,304235,2771782,121.53752,25.05315
102,3,租賃,臺北市,信義區,建物,臺北市信義區莊敬路451~500號,0,商,NA,NA,10203,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,650909,73.69,2,2,1,有,有,有,18000,244,,0,0,307349,2768818,121.56826,25.02628
102,3,租賃,臺北市,松山區,建物,臺北市松山區光復南路32巷1~50號,0,住,NA,NA,10203,土地0建物1車位0,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,960801,89.83,3,1,1,有,有,有,47000,523,,0,0,306075,2770998,121.55573,25.04601
102,3,租賃,臺北市,信義區,房地(土地+建物),臺北市信義區基隆路二段151~200號,2686,商,NA,NA,10203,土地2建物1車位0,一層,12,店面(店鋪),商業用,鋼筋混凝土造,701117,175.14,0,2,1,有,無,無,110000,628,,0,0,306014,2768754,121.55503,25.02575
102,3,租賃,臺北市,信義區,房地(土地+建物),臺北市信義區基隆路二段151~200號,24.16,商,NA,NA,10203,土地2建物1車位0,一層,12,店面(店鋪),商業用,鋼筋混凝土造,701117,190.53,0,2,1,有,無,無,110000,577,,0,0,306024,2768743,121.55513,25.02565
102,3,租賃,臺北市,信義區,建物,臺北市信義區逸仙路1~50號,0,住,NA,NA,10203,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,NA,227.81,3,2,2,有,有,有,90000,395,坡道平面,11.7,0,306699,2770321,121.56188,25.03987
102,3,租賃,臺北市,北投區,房地(土地+建物),臺北市北投區尊賢街302巷1~50號,178,住,NA,NA,10203,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,641004,136.05,0,0,0,無,無,無,40000,294,,0,0,301130,2778947,121.50702,25.11795
102,3,租賃,臺北市,士林區,建物,臺北市士林區士東路91巷51~100號,0,住,NA,NA,10203,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,731106,121.8,3,2,2,有,有,有,50000,411,,0,0,303413,2778507,121.52964,25.11389
102,3,租賃,臺北市,士林區,房地(土地+建物),臺北市士林區仰德大道四段160巷1~50號,462.92,住,NA,NA,10203,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,740121,357.9,4,3,3,有,無,有,75000,210,,0,0,305089,2780770,121.54635,25.13426
102,3,租賃,臺北市,士林區,建物,臺北市士林區天母東路1~50號,0,住,NA,NA,10203,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780107,140.84,3,2,2,有,無,有,50000,355,,0,0,303653,2778911,121.53203,25.11753
102,3,租賃,臺北市,北投區,房地(土地+建物),臺北市北投區明德路301~350號,41.92,其他,NA,NA,10203,土地6建物2車位0,一層,8,店面(店鋪),見使用執照,鋼筋混凝土造,851202,271.61,0,0,0,無,無,有,100000,368,,0,0,302656,2778626,121.52214,25.115
102,3,租賃,臺北市,北投區,建物,臺北市北投區榮華三路1~50號,0,住,NA,NA,10203,土地0建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960521,195.57,4,2,2,有,有,有,79500,407,,0,0,302618,2778464,121.52175,25.11353
102,3,租賃,臺北市,士林區,建物,臺北市士林區德行東路331巷1~50號,0,住,NA,NA,10203,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,920331,306.09,3,2,2,有,有,有,100000,327,坡道平面,40.69,0,304274,2778214,121.53816,25.11122
102,3,租賃,臺北市,北投區,建物,臺北市北投區文林北路101~150號,0,住,NA,NA,10203,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951128,196.68,3,1,2,有,有,有,70000,356,,0,0,302183,2777635,121.51741,25.10606
102,3,租賃,臺北市,北投區,建物,臺北市士林區天母西路117巷1~50號,0,,NA,NA,10203,土地0建物1車位0,十一層,4,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,961231,175,4,2,2,有,有,有,70000,400,,0,0,302831,2779114,121.52389,25.11939
102,3,租賃,臺北市,北投區,建物,臺北市北投區致遠二路113巷1~50號,0,住,NA,NA,10203,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,740729,122.64,0,1,0,有,無,無,35000,285,,0,0,301580,2778823,121.51148,25.11681
102,3,租賃,臺北市,北投區,建物,臺北市北投區致遠二路113巷1~50號,0,住,NA,NA,10203,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,740729,123.08,0,1,0,有,無,無,35000,284,,0,0,301582,2778820,121.51149,25.11678
102,3,租賃,臺北市,信義區,建物,臺北市信義區松仁路253巷9弄1~50號,0,住,NA,NA,10203,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,NA,89.1,2,2,2,有,無,有,33000,370,,0,0,307518,2768775,121.56994,25.02588
102,3,租賃,臺北市,松山區,建物,臺北市松山區民生東路五段137巷4弄1~50號,0,商,NA,NA,10203,土地0建物1車位0,一層,15,店面(店鋪),商業用,鋼筋混凝土造,NA,58.83,2,1,2,有,有,有,35000,595,,0,0,306723,2772477,121.56221,25.05934
102,3,租賃,臺北市,中山區,建物,臺北市中山區林森北路85巷51~100號,0,商,NA,NA,10203,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970131,54.24,3,2,3,有,有,有,38000,701,,0,0,303199,2771348,121.52724,25.04927
102,3,租賃,臺北市,中山區,房地(土地+建物),臺北市中山區民生東路一段51~100號,5,商,NA,NA,10203,土地1建物1車位0,八層,10,辦公商業大樓,住家用,鋼筋混凝土造,810422,45.6,1,1,1,有,無,有,14000,307,,0,0,303166,2772337,121.52695,25.0582
102,3,租賃,臺北市,中山區,建物,臺北市中山區建國北路一段124巷1~50號,0,住,NA,NA,10203,土地0建物1車位0,三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850727,154.18,3,2,2,有,有,有,55000,357,,0,0,304066,2771509,121.53584,25.05069
102,3,租賃,臺北市,中山區,建物,臺北市中山區農安街1~50號,0,,NA,NA,10203,土地0建物1車位0,六層,12,套房(1房1廳1衛),商業用,鋼筋混凝土造,690821,26.46,1,1,1,有,有,有,10800,408,,0,0,303098,2773058,121.5263,25.06471
102,3,租賃,臺北市,內湖區,建物,臺北市內湖區堤頂大道二段451~500號,0,,NA,NA,10203,土地0建物1車位0,十層,12,辦公商業大樓,見其他登記事項,鋼筋混凝土造,980729,82.6,2,1,1,有,有,有,32000,387,,0,0,306705,2775064,121.56214,25.08269
102,3,租賃,臺北市,中山區,建物,臺北市中山區林森北路51~100號,0,,NA,NA,10203,土地0建物1車位0,十四層,13,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,961106,122.84,3,2,2,有,有,有,69000,562,,0,0,302962,2771218,121.52489,25.04811
102,3,租賃,臺北市,中山區,建物,臺北市中山區松江路184巷26弄1~50號,0,,NA,NA,10203,土地0建物1車位0,九層,5,華廈(10層含以下有電梯),,加強磚造,NA,57.77,2,2,1,有,有,有,56000,969,,0,0,303560,2772138,121.53085,25.05639
102,3,租賃,臺北市,內湖區,建物,臺北市內湖區民權東路六段251~300號,0,,NA,NA,10203,土地0建物1車位0,八層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971128,50,1,1,1,有,有,有,50000,1000,,0,0,310770,2773434,121.60236,25.06782
102,3,租賃,臺北市,內湖區,建物,臺北市內湖區南京東路六段451~500號,0,其他,NA,NA,10203,土地0建物1車位1,九層,9,辦公商業大樓,商業用,鋼筋混凝土造,980318,199.81,0,0,0,無,有,無,32000,160,坡道平面,42.4,0,309303,2772651,121.58779,25.06081
102,3,租賃,臺北市,大同區,建物,臺北市大同區太原路101~150號,0,商,NA,NA,10203,土地0建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960817,153.66,2,1,2,有,有,有,45000,293,,0,0,302089,2771706,121.51625,25.05254
102,3,租賃,臺北市,大同區,建物,臺北市大同區太原路101~150號,0,商,NA,NA,10203,土地0建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960817,139.77,1,1,1,有,有,有,30000,215,,0,0,302086,2771709,121.51622,25.05257
102,3,租賃,臺北市,大同區,建物,臺北市大同區南京東路51~100號,0,,NA,NA,10203,土地0建物1車位0,十五層,10,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970205,129,3,2,2,有,有,有,94513,733,,0,0,302286,2771719,121.51821,25.05265
102,3,租賃,臺北市,中山區,房地(土地+建物)+車位,臺北市中山區堤頂大道二段451~500號,23.53,商,NA,NA,10203,土地1建物1車位1,三層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,991201,140,1,1,1,有,有,有,58000,414,坡道平面,36.95,0,306595,2775070,121.56105,25.08275
102,3,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區新生南路三段51~100號,42.5,商,NA,NA,10203,土地2建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,122.9,0,0,1,有,無,無,69000,561,,0,0,303814,2767791,121.5332,25.01714
102,3,租賃,臺北市,士林區,房地(土地+建物),臺北市士林區忠誠路二段1~50號,54.78,住,NA,NA,10203,土地1建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,711231,200.97,4,2,2,有,有,無,64200,319,,0,0,303434,2777967,121.52983,25.10902
102,3,租賃,臺北市,士林區,房地(土地+建物)+車位,臺北市士林區芝玉路一段201~250號,49.37,住,NA,NA,10203,土地1建物1車位1,十四層,18,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,971112,170.09,3,2,2,有,有,無,73000,429,坡道平面,30.58,0,303883,2777896,121.53427,25.10836
102,3,租賃,臺北市,中正區,建物,臺北市中正區南昌路一段101~150號,13.04,商,NA,NA,10203,土地0建物1車位0,十五層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,990301,191.84,3,2,2,有,無,無,55000,287,,0,0,302325,2769222,121.5185,25.03011
102,3,租賃,臺北市,大安區,建物,臺北市大安區信義路四段151~200號,0,商,NA,NA,10203,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,681217,62.72,1,1,1,有,有,有,32000,510,,0,0,305628,2769598,121.55124,25.03338
102,3,租賃,臺北市,大安區,建物,臺北市大安區和平東路一段251~300號,0,商,NA,NA,10203,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,771220,200.56,0,1,1,有,有,無,55000,274,,0,0,303870,2768744,121.53379,25.02574
102,3,租賃,臺北市,大安區,建物,臺北市大安區和平東路三段401~450號,0,其他,NA,NA,10203,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951113,70.26,1,1,1,有,有,有,40000,569,,0,0,306401,2767901,121.55883,25.01804
102,3,租賃,臺北市,大安區,建物,臺北市大安區羅斯福路二段51~100號,4.2,,NA,NA,10203,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,780930,43.75,1,0,1,有,無,無,8000,183,,0,0,302844,2768760,121.52362,25.02592
102,3,租賃,臺北市,大安區,建物,臺北市大安區新生南路三段1~50號,0,住,NA,NA,10203,土地0建物1車位0,十三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770106,148.3,4,2,2,有,有,有,60000,405,,0,0,303872,2768323,121.53379,25.02194
102,3,租賃,臺北市,中正區,房地(土地+建物),臺北市中正區愛國東路51~100號,33.62,住,NA,NA,10203,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660201,179.7,0,0,0,無,無,無,60000,334,,0,0,302426,2769582,121.51951,25.03335
102,3,租賃,臺北市,大安區,建物,臺北市大安區四維路201~250號,0,住,NA,NA,10203,土地0建物1車位0,一層,4,店面(店鋪),住家用,加強磚造,590630,91.51,3,2,2,有,無,有,80000,874,,0,0,305286,2768766,121.54782,25.02589
102,3,租賃,臺北市,中山區,建物,臺北市中山區松江路132巷1~50號,0,住,NA,NA,10203,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,621102,138.74,0,0,0,無,有,有,70000,505,,0,0,303665,2771756,121.53187,25.05294
102,3,租賃,臺北市,中山區,建物,臺北市中山區松江路25巷1~50號,0,住,NA,NA,10203,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971118,42.19,1,1,1,有,有,有,25000,593,,0,0,303878,2771117,121.53396,25.04716
102,3,租賃,臺北市,中山區,建物,臺北市中山區松江路25巷1~50號,0,住,NA,NA,10203,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971118,26.14,1,1,1,有,有,有,20000,765,,0,0,303855,2771141,121.53373,25.04738
